distance_cm,weight_kg,vibration_g,vibration_x,vibration_y,vibration_z,material_flow_rate_tph,state_label,is_anomaly,fault_type,signal_dropout,bed_height_cm,true_distance_cm,true_weight_kg,gravity_accel_mps2,friction_angle_deg,effective_accel_mps2,ore_velocity_mps,hx711_electrical_noise_kg,hx711_drift_kg,mpu6050_bias_g,mpu6050_jitter_g
54.3,327.0,3.12,1.51,1.0,2.59,253.3,0,0,none,False,46.575,53.425,332.79,9.81,25.192,5.38905,2.55885,1.5214,-7.5408,-0.05705,-0.01458
47.0,369.5,3.3,1.07,1.35,2.82,259.8,0,0,none,False,53.474,46.526,374.251,9.81,22.595,5.69421,2.6303,0.9466,-5.7675,-0.01274,0.03857
47.7,319.0,3.19,1.21,1.06,2.78,240.5,0,0,none,False,51.774,48.226,326.9,9.81,25.727,5.32465,2.54351,-1.6169,-6.2061,0.01668,-0.00049
25.8,660.5,1.45,0.61,0.53,1.2,91.6,1,0,none,False,73.568,26.432,666.363,9.81,30.809,4.6804,1.05986,1.2467,-7.0645,0.052,0.00912
31.1,591.0,1.39,0.66,0.58,1.11,105.1,1,0,none,False,68.279,31.721,592.666,9.81,31.661,4.56604,1.04683,2.877,-4.6573,0.04693,-0.03533
57.8,309.0,3.09,1.4,1.3,2.41,259.6,0,0,none,False,42.434,57.566,307.0,9.81,26.7,5.20585,2.51498,-1.4199,3.4055,0.00418,-0.0476
6.0,1114.5,0.1,0.07,0.02,0.09,5.1,2,0,none,False,93.714,6.286,1117.683,9.81,38.607,3.543,0.03689,0.727,-3.8911,-0.03886,-0.02131
56.7,298.5,3.13,1.43,1.22,2.51,249.3,0,0,none,False,43.515,56.485,292.967,9.81,27.196,5.1446,2.50014,4.7803,0.9475,-0.02073,0.02856
50.6,320.5,3.17,1.61,1.04,2.54,247.9,0,0,none,False,48.918,51.082,322.807,9.81,25.833,5.31175,2.54043,0.1263,-2.6359,-0.0401,0.04019
57.2,307.0,3.01,1.24,1.04,2.57,256.9,0,0,none,False,42.765,57.235,313.031,9.81,28.607,4.96717,2.45665,0.7274,-6.7945,-0.0512,-0.00946
3.9,1184.5,0.19,0.08,0.06,0.15,5.4,2,0,none,False,95.962,4.038,1188.065,9.81,37.653,3.69439,0.03766,-1.6607,-1.6694,0.01532,0.01208
66.0,211.0,3.21,1.02,1.53,2.66,250.9,0,0,none,False,33.814,66.186,217.229,9.81,23.508,5.58838,2.60574,-1.5748,-4.4884,-0.0448,0.00741
9.6,1088.0,0.18,0.06,0.06,0.13,7.2,2,0,none,False,90.838,9.162,1093.674,9.81,38.151,3.6159,0.03726,-1.8088,-3.8053,0.05034,-0.03286
8.6,1209.0,0.19,0.08,0.08,0.16,4.0,2,0,none,False,92.263,7.737,1212.717,9.81,34.897,4.111,0.03973,-0.6762,-3.1169,0.01455,0.01158
53.0,336.0,3.19,1.2,1.26,2.67,244.0,0,0,none,False,47.693,52.307,337.305,9.81,23.622,5.57507,2.60264,1.7855,-3.1875,-0.06091,0.01038
26.1,688.0,1.34,0.57,0.54,1.13,87.4,1,0,none,False,74.02,25.98,687.323,9.81,32.894,4.39664,1.02723,-2.3861,3.0324,0.02955,-0.03955
53.2,1300.0,6.29,2.01,1.92,5.63,252.2,0,1,load_cell_drift,False,46.703,53.297,308.832,9.81,22.156,5.74462,2.64191,0.4565,1.8573,0.00811,0.00043
7.4,1083.0,0.21,0.07,0.07,0.13,5.3,2,0,none,False,92.399,7.601,1085.042,9.81,38.868,3.50087,0.03667,1.3569,-3.5906,0.05111,-0.00168
28.2,644.0,1.52,0.61,0.7,1.17,108.6,1,0,none,False,71.99,28.01,644.463,9.81,30.483,4.72364,1.06474,3.6879,-3.9594,0.05542,0.07164
6.6,1150.5,0.23,0.07,0.09,0.14,3.9,2,0,none,False,93.348,6.652,1151.142,9.81,38.961,3.48572,0.03659,2.8107,-3.4023,0.01955,0.04237
59.7,263.0,3.21,1.05,1.19,2.82,236.6,0,0,none,False,40.049,59.951,272.879,9.81,25.901,5.30351,2.53846,-5.3149,-4.3869,0.02851,0.01721
54.9,314.0,3.04,1.27,1.26,2.48,256.0,0,0,none,False,45.462,54.538,322.338,9.81,27.581,5.09669,2.48847,-1.3688,-6.7571,-0.01903,-0.04846
25.5,696.5,1.41,0.7,0.56,1.11,113.1,1,0,none,False,75.074,24.926,695.395,9.81,28.241,5.01358,1.09693,0.5709,0.294,-0.0546,0.02663
60.8,261.0,3.34,1.27,1.05,2.9,267.8,0,0,none,False,39.471,60.529,260.537,9.81,18.68,6.13351,2.72987,1.3093,-1.0614,-0.03418,-0.02022
57.9,275.5,3.33,1.24,1.01,2.9,248.8,0,0,none,False,41.828,58.172,277.04,9.81,20.834,5.89464,2.67619,-2.1921,0.7077,-0.0429,0.03669
29.8,660.0,1.4,0.52,0.42,1.19,93.1,1,0,none,False,70.451,29.549,658.767,9.81,27.982,5.04633,1.10051,2.9467,-1.5139,-0.0776,0.03411
12.7,1081.5,0.16,0.05,0.05,0.13,4.3,2,0,none,False,87.028,12.972,1084.373,9.81,37.88,3.65877,0.03748,0.849,-3.8664,-0.04065,0.03753
54.2,311.5,3.07,1.34,1.29,2.45,237.5,0,0,none,False,46.106,53.894,307.595,9.81,27.608,5.09321,2.48762,-0.0665,4.2118,-0.00876,-0.03057
53.7,292.5,3.12,1.13,1.5,2.46,257.2,0,0,none,False,46.124,53.876,297.196,9.81,26.381,5.24505,2.52443,1.5012,-6.283,-0.05619,0.03074
26.7,620.0,1.47,0.6,0.7,1.15,111.4,1,0,none,False,73.174,26.826,616.73,9.81,30.452,4.72775,1.0652,0.5525,2.8062,0.03924,0.03389
0.0,0.0,0.0,-0.01,-0.01,-0.03,0.0,0,1,signal_dropout,True,46.699,53.301,315.661,9.81,25.78,5.31818,2.54197,-0.0534,0.3378,0.03263,-0.009
50.4,332.5,3.17,0.97,1.02,2.84,266.7,0,0,none,False,49.121,50.879,336.768,9.81,25.021,5.4095,2.5637,1.01,-5.2107,-0.01634,-0.0078
69.7,191.0,3.09,0.98,1.05,2.72,252.8,0,0,none,False,29.876,70.124,195.897,9.81,27.67,5.0855,2.48574,-0.3491,-4.6248,0.03102,-0.04693
59.9,279.0,3.14,1.26,1.22,2.6,247.7,0,0,none,False,39.907,60.093,284.322,9.81,25.101,5.40002,2.56145,-3.1458,-2.2236,-0.04883,-0.00755
58.1,279.5,3.19,1.32,1.54,2.46,252.3,0,0,none,False,42.049,57.951,280.41,9.81,23.926,5.53943,2.5943,-1.5205,0.7503,-0.04337,-0.00268
27.5,600.0,1.4,0.5,0.55,1.19,102.4,1,0,none,False,72.715,27.285,601.087,9.81,33.128,4.36393,1.0234,3.1082,-4.2067,0.07116,-0.01866
57.9,292.5,3.03,1.42,0.89,2.53,234.8,0,0,none,False,41.597,58.403,287.526,9.81,27.196,5.14458,2.50013,-2.7151,7.8296,0.01196,-0.09725
6.7,27.5,4.36,2.19,1.99,3.25,188.0,0,1,inverted_physics,False,38.898,61.102,284.489,9.81,26.851,5.18735,2.5105,2.4044,-2.1517,0.07356,0.02135
61.5,266.0,3.28,1.11,1.07,2.91,244.3,0,0,none,False,38.251,61.749,269.681,9.81,24.041,5.52589,2.59113,1.4089,-5.3241,0.00028,0.04828
60.1,276.0,3.27,1.43,1.21,2.67,250.5,0,0,none,False,39.676,60.324,280.861,9.81,20.61,5.91981,2.6819,1.2143,-5.8851,-0.05489,-0.01366
55.1,298.0,3.21,1.59,1.1,2.54,251.6,0,0,none,False,44.487,55.513,301.099,9.81,23.452,5.59485,2.60725,2.9267,-5.9671,0.00624,-0.04804
66.4,227.0,3.17,1.12,1.23,2.72,242.0,0,0,none,False,33.753,66.247,229.576,9.81,24.782,5.43805,2.57045,-0.0953,-2.4398,-0.04309,0.00996
32.9,590.0,1.41,0.66,0.59,1.11,99.5,1,0,none,False,67.322,32.678,598.771,9.81,33.88,4.25771,1.01087,-1.1669,-7.516,0.02629,0.04605
37.4,568.0,1.38,0.44,0.64,1.18,98.6,1,0,none,False,62.564,37.436,571.203,9.81,32.425,4.46159,1.03479,0.7427,-4.1223,0.07822,-0.0559
35.1,543.0,1.4,0.64,0.66,1.06,86.9,1,0,none,False,64.79,35.21,547.092,9.81,35.442,4.03092,0.98358,-1.1423,-3.0383,0.06447,0.03137
54.9,317.0,3.19,1.17,1.29,2.69,222.3,0,0,none,False,45.347,54.653,314.791,9.81,27.009,5.16783,2.50578,-1.2493,3.6517,0.00081,0.06221
59.9,273.0,3.17,1.17,1.55,2.53,227.0,0,0,none,False,39.742,60.258,270.72,9.81,25.393,5.36492,2.55311,-2.8206,5.0372,0.00732,-0.01787
64.1,232.0,3.24,1.43,1.03,2.73,235.5,0,0,none,False,36.34,63.66,230.234,9.81,24.145,5.51356,2.58824,-0.6264,2.4077,-0.01918,0.03372
7.2,1095.0,0.16,0.06,0.05,0.13,2.7,2,0,none,False,92.88,7.12,1101.872,9.81,39.895,3.33205,0.03577,-5.1589,-1.8699,0.02669,-0.02542
52.5,325.0,3.06,1.11,1.26,2.56,244.3,0,0,none,False,47.414,52.586,322.241,9.81,27.972,5.04763,2.47646,-3.1247,5.7679,-0.02713,-0.00118
59.7,249.0,3.26,1.62,1.32,2.51,225.2,0,0,none,False,40.51,59.49,255.469,9.81,21.473,5.82249,2.65976,0.4745,-6.9806,-0.03224,-0.01537
24.6,684.5,1.41,0.49,0.53,1.22,112.3,1,0,none,False,75.293,24.707,682.327,9.81,30.525,4.7182,1.06413,-1.7241,3.7004,0.01178,0.00033
21.9,703.0,1.45,0.63,0.51,1.23,98.9,1,0,none,False,78.051,21.949,707.085,9.81,31.274,4.61821,1.05279,1.047,-5.0189,0.04269,0.0287
7.2,1072.0,0.2,0.1,0.06,0.2,2.7,2,0,none,False,92.462,7.538,1077.041,9.81,36.947,3.80391,0.03822,-1.427,-3.5243,0.02435,0.01042
55.9,292.0,3.12,1.34,1.46,2.39,268.1,0,0,none,False,44.0,56.0,289.323,9.81,27.229,5.14049,2.49914,3.3766,-0.6889,-0.04252,0.03964
8.1,1075.5,0.03,0.04,0.01,0.02,3.8,2,0,none,False,92.004,7.996,1077.006,9.81,38.853,3.50321,0.03668,2.2839,-3.9709,-0.04993,-0.08036
58.8,281.0,3.09,1.24,1.5,2.38,253.4,0,0,none,False,40.768,59.232,276.113,9.81,26.351,5.24866,2.5253,-1.4811,6.5812,-0.04649,-0.01018
52.1,299.0,3.23,1.11,1.09,2.86,238.9,0,0,none,False,47.683,52.317,293.807,9.81,23.762,5.55862,2.59879,0.8111,4.2884,-0.05501,0.04418
57.8,272.5,3.23,1.08,1.01,2.88,237.3,0,0,none,False,42.302,57.698,277.905,9.81,23.606,5.57695,2.60307,0.7622,-5.9801,-0.03025,0.01674
43.5,386.5,3.2,1.38,1.29,2.55,268.3,0,0,none,False,56.773,43.227,393.583,9.81,25.431,5.36033,2.55202,0.703,-7.7211,-0.03023,0.04894
32.3,612.0,1.36,0.47,0.45,1.21,100.8,1,0,none,False,67.442,32.558,609.613,9.81,31.485,4.5898,1.04955,0.9688,1.1837,-0.03213,0.00905
46.7,349.0,3.08,1.26,1.34,2.52,256.1,0,0,none,False,53.281,46.719,356.729,9.81,24.634,5.45574,2.57463,-2.0797,-5.5087,-0.07361,-0.0561
44.7,370.5,3.1,0.96,1.46,2.57,219.8,0,0,none,False,55.668,44.332,378.351,9.81,27.494,5.10747,2.4911,-3.453,-4.5214,-0.02952,0.02137
53.9,293.0,3.22,1.41,1.47,2.47,250.9,0,0,none,False,45.514,54.486,301.174,9.81,21.991,5.76351,2.64626,-1.1133,-7.1122,-0.07,-0.00792
6.4,1118.5,0.12,0.07,0.07,0.11,4.2,2,0,none,False,93.954,6.046,1117.402,9.81,40.171,3.2858,0.03552,2.7329,-1.4397,0.00893,-0.04902
72.1,1347.0,6.08,2.42,1.89,5.25,255.8,0,1,load_cell_drift,False,27.737,72.263,177.179,9.81,25.789,5.3171,2.54171,-0.7197,1.2132,-0.00532,0.06093
49.3,335.5,3.2,1.19,1.6,2.53,245.5,0,0,none,False,49.997,50.003,338.389,9.81,25.699,5.328,2.54431,2.4664,-5.5991,0.02637,0.00409
56.1,280.5,3.31,1.25,1.24,2.8,244.5,0,0,none,False,43.913,56.087,282.637,9.81,21.126,5.86179,2.66872,3.5768,-5.8814,-0.03537,0.02741
50.6,321.0,3.19,1.39,1.39,2.52,259.9,0,0,none,False,48.88,51.12,317.45,9.81,24.36,5.48816,2.58227,1.6762,2.0684,-0.02164,-0.01188
52.2,334.0,3.11,1.36,1.0,2.59,233.8,0,0,none,False,47.33,52.67,332.656,9.81,26.102,5.27909,2.53261,-0.8616,2.4137,-0.03592,-0.00827
59.5,273.0,3.14,1.13,1.43,2.58,253.3,0,0,none,False,40.587,59.413,273.57,9.81,23.141,5.63115,2.61569,0.8803,-1.2998,-0.04373,-0.07655
49.6,366.0,3.14,1.07,1.38,2.57,246.1,0,0,none,False,50.504,49.496,364.138,9.81,26.26,5.25985,2.52799,4.1967,-2.4579,-0.01711,0.0
26.2,668.0,1.42,0.61,0.42,1.22,114.8,1,0,none,False,74.214,25.786,664.005,9.81,30.511,4.72001,1.06433,-1.3401,5.2894,0.00144,0.01679
58.7,258.0,3.34,1.66,1.13,2.66,259.9,0,0,none,False,41.222,58.778,262.877,9.81,19.728,6.0181,2.70407,0.5257,-5.3719,-0.02312,7e-05
8.7,1038.5,0.11,0.06,0.02,0.1,4.6,2,0,none,False,91.628,8.372,1036.653,9.81,39.134,3.45762,0.03644,2.7166,-0.8459,-0.00284,-0.05081
9.4,1089.0,0.16,0.03,0.05,0.12,4.5,2,0,none,False,90.725,9.275,1095.627,9.81,36.793,3.82753,0.03834,-3.3323,-3.1543,0.03529,-0.04264
47.7,338.5,3.08,1.24,1.23,2.55,262.4,0,0,none,False,52.055,47.945,347.289,9.81,24.752,5.44161,2.57129,-0.6625,-8.0,-0.0586,-0.06741
46.1,399.0,3.18,1.28,1.2,2.65,264.0,0,0,none,False,54.13,45.87,393.6,9.81,24.994,5.41278,2.56447,-0.3599,5.8258,0.00584,-0.02458
25.3,686.0,1.36,0.56,0.41,1.16,104.7,1,0,none,False,74.79,25.21,692.479,9.81,34.695,4.14038,0.99684,-0.7076,-5.5762,0.04427,-0.00163
8.0,1079.5,0.21,0.07,0.07,0.16,5.6,2,0,none,False,90.953,9.047,1075.587,9.81,38.146,3.61665,0.03727,4.2195,-0.1929,0.06653,-0.02193
60.9,275.5,3.02,1.37,0.9,2.53,214.0,0,0,none,False,39.62,60.38,279.591,9.81,28.879,4.93237,2.44803,3.1464,-7.3974,-0.06835,0.02673
26.1,691.5,1.39,0.51,0.61,1.16,98.9,1,0,none,False,74.36,25.64,688.018,9.81,30.642,4.7026,1.06237,0.7099,2.7814,-0.02012,0.01947
28.4,647.0,1.39,0.69,0.61,1.05,99.4,1,0,none,False,72.074,27.926,644.515,9.81,31.591,4.57548,1.04791,-1.5425,4.0955,0.02855,-0.01912
18.9,757.0,1.43,0.63,0.71,1.05,113.5,1,0,none,False,81.367,18.633,758.699,9.81,33.454,4.31802,1.018,1.5433,-3.4475,0.06778,0.01949
29.2,616.5,1.52,0.56,0.67,1.22,101.6,1,0,none,False,70.734,29.266,626.995,9.81,29.728,4.8228,1.07586,-5.6587,-4.8757,0.06052,0.04815
19.8,710.0,1.48,0.74,0.7,1.12,103.2,1,0,none,False,79.912,20.088,716.832,9.81,30.195,4.76164,1.06902,-0.232,-6.4099,0.05754,0.01542
60.6,248.0,3.27,1.61,1.59,2.39,262.0,0,0,none,False,39.464,60.536,251.516,9.81,22.636,5.68953,2.62922,-1.708,-1.7299,-0.04468,0.03625
55.2,300.0,3.22,1.34,1.61,2.43,286.1,0,0,none,False,44.758,55.242,309.532,9.81,23.772,5.55744,2.59852,-1.5669,-7.9198,-0.02678,0.00522
46.3,391.0,3.14,0.97,1.14,2.76,232.6,0,0,none,False,53.799,46.201,386.935,9.81,26.223,5.26433,2.52906,1.1586,3.0296,-0.05967,0.04741
51.2,298.5,3.15,1.37,1.5,2.41,259.3,0,0,none,False,48.658,51.342,308.682,9.81,23.846,5.54873,2.59648,-3.8737,-6.2688,-0.0767,-0.00744
56.2,282.5,3.22,1.1,1.46,2.62,223.5,0,0,none,False,43.873,56.127,292.42,9.81,24.779,5.43846,2.57055,-3.2798,-6.467,0.01649,0.00239
33.9,568.0,1.48,0.63,0.63,1.18,105.1,1,0,none,False,66.079,33.921,573.237,9.81,32.478,4.4543,1.03394,1.7741,-7.1558,0.05507,0.06005
6.6,1206.5,0.24,0.13,0.09,0.19,3.9,2,0,none,False,93.639,6.361,1208.304,9.81,35.796,3.97834,0.03909,0.9355,-2.9648,0.0419,0.03481
52.6,319.0,3.31,1.29,1.64,2.58,259.0,0,0,none,False,47.679,52.321,321.21,9.81,21.183,5.85533,2.66725,1.0999,-3.2087,-0.0231,0.0115
24.0,697.5,1.39,0.53,0.71,1.07,95.7,1,0,none,False,75.913,24.087,702.915,9.81,31.805,4.54649,1.04458,0.8171,-6.0596,0.02638,-0.00533
45.7,355.5,3.12,1.41,1.31,2.44,239.2,0,0,none,False,53.72,46.28,362.983,9.81,24.455,5.47696,2.57963,-1.1284,-6.1727,-0.0431,-0.0488
62.4,257.0,3.08,1.01,1.02,2.74,262.0,0,0,none,False,37.781,62.219,255.713,9.81,27.989,5.0455,2.47594,-0.9206,2.1034,-0.05122,0.04221
4.7,1104.5,0.19,0.05,0.08,0.12,2.7,2,0,none,False,95.248,4.752,1101.968,9.81,38.854,3.50314,0.03668,2.8946,-0.1959,0.0166,0.0075
49.2,345.5,3.14,1.0,1.33,2.64,260.1,0,0,none,False,50.387,49.613,347.204,9.81,25.149,5.39429,2.56009,2.594,-4.0487,0.02227,-0.07774
32.8,578.0,1.33,0.63,0.45,1.06,99.3,1,0,none,False,67.365,32.635,577.21,9.81,31.746,4.55452,1.04551,-1.1197,1.7122,-0.02549,-0.01733
26.9,630.5,1.32,0.45,0.66,1.06,99.8,1,0,none,False,73.533,26.467,621.135,9.81,34.711,4.13809,0.99656,2.7402,6.7035,-0.01676,0.01697
62.4,253.5,3.17,1.26,1.26,2.64,233.7,0,0,none,False,37.552,62.448,256.88,9.81,24.76,5.4407,2.57108,0.4764,-3.7739,-0.01855,-0.01626
63.4,258.0,3.38,1.56,1.59,2.57,256.1,0,0,none,False,37.419,62.581,264.301,9.81,20.862,5.8915,2.67548,0.2743,-6.5537,-0.00708,0.05362
47.9,362.0,3.2,1.28,1.41,2.57,233.7,0,0,none,False,52.256,47.744,367.899,9.81,26.196,5.26769,2.52987,1.4015,-7.1365,0.00261,0.04356
6.2,30.0,4.21,1.29,1.27,3.8,184.8,0,1,inverted_physics,False,40.469,59.531,271.44,9.81,25.544,5.34679,2.54879,1.1697,-0.9695,0.07855,-0.01848
54.6,311.5,3.16,0.97,1.55,2.62,242.9,0,0,none,False,45.203,54.797,312.396,9.81,25.57,5.34363,2.54804,2.3159,-3.0384,0.01798,-0.03574
9.2,1071.0,0.11,0.08,0.05,0.13,2.3,2,0,none,False,90.825,9.175,1074.352,9.81,38.018,3.63684,0.03737,2.7434,-5.9547,-0.02321,-0.0309
49.8,334.0,3.12,1.41,1.07,2.59,235.9,0,0,none,False,49.752,50.248,327.928,9.81,26.609,5.21706,2.51768,-1.7731,7.7701,-0.01598,-0.00087
6.9,1133.0,0.24,0.07,0.09,0.18,2.5,2,0,none,False,92.849,7.151,1136.523,9.81,40.326,3.25961,0.03538,-1.1445,-2.5417,0.01752,0.05876
55.6,294.5,3.16,1.55,1.32,2.43,276.0,0,0,none,False,44.684,55.316,288.798,9.81,24.833,5.43205,2.56904,4.1084,1.5029,-0.02704,-0.01488
26.8,684.5,1.45,0.69,0.51,1.21,107.6,1,0,none,False,73.448,26.552,680.66,9.81,28.422,4.99073,1.09443,1.0972,2.7519,0.01761,0.0014
33.2,568.0,1.45,0.66,0.7,1.11,117.2,1,0,none,False,66.726,33.274,568.278,9.81,27.985,5.04594,1.10047,4.134,-4.6277,0.04448,-0.03131
11.3,989.0,0.21,0.1,0.1,0.16,3.9,2,0,none,False,88.501,11.499,989.56,9.81,38.301,3.59198,0.03714,0.6502,-1.1918,0.0693,-0.02279
71.0,213.5,2.99,1.41,0.93,2.49,233.5,0,0,none,False,28.914,71.086,214.299,9.81,28.486,4.98252,2.46044,2.351,-3.2754,-0.03306,-0.04702
59.0,258.0,3.11,0.93,1.39,2.61,272.6,0,0,none,False,40.837,59.163,264.989,9.81,26.068,5.28328,2.53361,-4.2444,-2.5487,-0.04772,-0.00124
52.7,320.0,3.17,1.46,1.15,2.59,244.9,0,0,none,False,47.6,52.4,322.523,9.81,25.972,5.29494,2.5364,2.9086,-5.19,-0.0626,0.0664
57.7,305.5,3.08,1.29,1.29,2.5,237.4,0,0,none,False,42.234,57.766,301.544,9.81,27.208,5.14315,2.49978,2.5681,1.2387,-0.04495,0.00575
20.9,759.0,1.31,0.65,0.5,1.03,101.1,1,0,none,False,79.264,20.736,763.852,9.81,37.074,3.78446,0.95303,-0.9802,-3.7013,0.07942,-0.03479
10.2,1077.5,0.15,0.05,0.08,0.14,4.3,2,0,none,False,89.453,10.547,1082.151,9.81,36.227,3.91361,0.03877,-1.1262,-3.5327,0.03702,-0.0527
30.6,666.0,1.34,0.68,0.42,1.09,94.3,1,0,none,False,68.913,31.087,674.954,9.81,33.144,4.36167,1.02313,-1.3202,-7.7518,0.0027,-0.00548
55.7,308.5,3.2,1.0,1.13,2.84,249.3,0,0,none,False,44.324,55.676,311.821,9.81,24.078,5.5215,2.5901,-0.1626,-3.3216,-0.03027,0.00292
56.4,286.0,3.11,1.49,1.57,2.23,249.5,0,0,none,False,43.064,56.936,287.18,9.81,26.189,5.26855,2.53008,-1.47,0.1212,-0.03434,-0.00725
55.7,286.5,3.04,1.54,1.15,2.36,241.9,0,0,none,False,44.33,55.67,288.81,9.81,27.626,5.09107,2.4871,-0.3852,-1.991,-0.04119,-0.0269
61.3,251.5,3.18,1.35,1.22,2.59,241.2,0,0,none,False,38.419,61.581,256.62,9.81,24.411,5.48214,2.58085,-0.4396,-4.6443,-0.05113,0.01112
25.8,689.0,1.46,0.44,0.49,1.25,104.2,1,0,none,False,74.401,25.599,692.354,9.81,29.84,4.80818,1.07423,-4.72,1.1571,0.06915,-0.01712
64.4,248.5,3.19,1.46,1.01,2.64,249.4,0,0,none,False,35.069,64.931,254.08,9.81,23.173,5.62739,2.61482,0.9049,-6.2956,-0.01828,-0.05292
26.7,670.0,1.46,0.46,0.49,1.27,97.7,1,0,none,False,73.788,26.212,673.208,9.81,31.708,4.5596,1.04609,1.2006,-4.385,0.06236,0.02728
39.6,384.5,3.18,1.54,1.57,2.36,241.2,0,0,none,False,60.412,39.588,391.024,9.81,24.422,5.48089,2.58056,1.1256,-7.865,-0.05462,0.01713
30.0,606.0,1.43,0.52,0.71,1.09,106.6,1,0,none,False,70.303,29.697,604.564,9.81,31.974,4.52343,1.04193,0.1078,1.226,0.05154,0.00883
4.4,1109.0,0.28,0.13,0.08,0.24,0.6,2,0,none,False,95.448,4.552,1113.546,9.81,38.53,3.55528,0.03695,0.4944,-5.0549,0.0522,0.06726
49.8,337.5,3.23,1.44,1.1,2.66,234.4,0,0,none,False,50.372,49.628,342.905,9.81,23.399,5.60105,2.60869,2.1407,-7.6415,-0.00475,-0.01962
29.7,631.0,1.53,0.71,0.57,1.25,93.5,1,0,none,False,69.864,30.136,629.635,9.81,31.505,4.58707,1.04924,-0.6782,2.0728,0.06475,0.08602
19.0,739.5,1.41,0.51,0.59,1.21,96.5,1,0,none,False,81.436,18.564,741.819,9.81,32.15,4.49937,1.03916,2.4108,-4.6491,0.04696,-0.00653
46.2,381.0,3.03,1.3,1.43,2.33,253.1,0,0,none,False,53.867,46.133,380.856,9.81,27.62,5.09181,2.48728,-0.5049,0.6137,-0.04475,-0.02991
52.7,319.0,3.17,1.47,1.33,2.47,237.7,0,0,none,False,46.637,53.363,322.321,9.81,25.179,5.39066,2.55923,1.8356,-5.0275,-0.01833,-0.00043
61.1,270.5,3.19,1.05,1.26,2.78,240.3,0,0,none,False,38.829,61.171,268.537,9.81,24.566,5.46381,2.57653,1.2407,0.814,-0.03759,0.01327
18.0,729.0,1.34,0.58,0.54,1.14,99.8,1,0,none,False,81.466,18.534,723.299,9.81,32.363,4.47012,1.03577,4.034,1.4225,-0.03249,0.00678
56.7,1320.0,6.73,2.51,2.77,5.62,241.3,0,1,load_cell_drift,False,43.533,56.467,297.906,9.81,27.341,5.12654,2.49574,-0.8161,1.442,0.00317,0.02246
61.1,263.5,3.31,1.47,1.15,2.73,257.2,0,0,none,False,39.13,60.87,271.771,9.81,21.517,5.81747,2.65861,-1.975,-6.2766,0.03,-0.0306
61.4,280.0,3.14,1.01,1.06,2.8,225.4,0,0,none,False,39.607,60.393,276.611,9.81,25.903,5.30331,2.53841,-3.7221,7.0176,-0.0105,-0.01782
53.1,308.0,3.16,1.3,1.42,2.5,251.6,0,0,none,False,46.809,53.191,315.828,9.81,23.739,5.56129,2.59942,0.0763,-8.0,-0.02496,-0.05264
51.0,331.0,3.13,1.03,1.32,2.62,239.7,0,0,none,False,49.211,50.789,336.659,9.81,27.496,5.10726,2.49105,1.7927,-7.406,0.01485,0.00986
58.9,258.0,3.01,1.08,1.13,2.55,230.9,0,0,none,False,41.359,58.641,265.065,9.81,28.663,4.96001,2.45488,0.6946,-8.0,-0.03961,-0.01763
61.0,278.5,3.22,1.49,1.43,2.48,228.6,0,0,none,False,38.661,61.339,274.949,9.81,23.951,5.53639,2.59359,0.9457,2.6362,-0.02462,0.01328
56.0,307.5,3.08,1.04,1.36,2.55,207.9,0,0,none,False,43.184,56.816,309.998,9.81,27.441,5.11406,2.49271,1.7661,-4.4969,0.0106,-0.04192
57.6,284.0,3.25,1.52,1.15,2.62,254.0,0,0,none,False,42.88,57.12,285.259,9.81,23.673,5.5691,2.60124,-2.9135,1.6459,-0.02073,0.03061
28.8,619.5,1.44,0.49,0.51,1.29,99.3,1,0,none,False,71.545,28.455,628.234,9.81,31.336,4.60994,1.05185,-2.3114,-6.4741,0.05856,-0.00031
23.3,694.0,1.48,0.47,0.51,1.34,109.4,1,0,none,False,76.928,23.072,692.702,9.81,30.188,4.76262,1.06912,0.5728,0.8644,0.0798,-0.00414
6.0,20.5,3.55,1.71,1.76,2.58,194.0,0,1,inverted_physics,False,47.156,52.844,307.153,9.81,27.146,5.15079,2.50164,1.3613,-2.1894,0.07756,-0.0363
52.2,320.0,3.15,1.18,1.38,2.55,248.3,0,0,none,False,48.056,51.944,317.392,9.81,24.701,5.44773,2.57274,-1.772,4.5734,-0.02136,-0.03374
4.4,1081.5,0.24,0.12,0.1,0.19,7.0,2,0,none,False,95.582,4.418,1087.042,9.81,35.592,4.00874,0.03923,-0.5838,-5.1646,-0.01736,0.08562
26.1,644.5,1.28,0.44,0.45,1.11,95.1,1,0,none,False,73.996,26.004,654.563,9.81,34.321,4.19455,1.00334,-2.4048,-7.8733,-0.01805,-0.02494
42.3,393.5,3.14,1.38,1.51,2.32,253.0,0,0,none,False,57.459,42.541,396.754,9.81,23.448,5.5954,2.60738,3.4175,-6.4998,-0.05083,-0.05513
65.0,217.5,3.04,1.34,1.01,2.53,234.5,0,0,none,False,35.093,64.907,228.621,9.81,27.17,5.1478,2.50091,-3.2888,-7.7192,-0.05142,-0.03244
42.2,411.0,3.15,1.06,1.41,2.65,235.5,0,0,none,False,57.79,42.21,413.482,9.81,25.878,5.30637,2.53914,0.7909,-3.4501,-0.04077,0.02066
48.3,344.0,3.16,1.26,1.54,2.48,235.6,0,0,none,False,51.326,48.674,351.402,9.81,25.411,5.36275,2.5526,-1.3764,-5.8988,-0.01667,-0.00945
